Hotel_name,Price,Rating,Type,Pagenum,Original_price,Discount
Roma,₹ 3000 for two approx.,4.0,"Italian, Mediterranean, Modern Indian, Continental",13,₹ 3000 for two approx.,15% Off + 25% Off
Roma,₹ 3000 for two approx.,4.0,"Italian, Mediterranean, Modern Indian, Continental",13,₹ 3000 for two approx.,15% Off + 25% Off
Le Petit Cafe ,₹ 2500 for two approx.,4.0,"Vegan, Continental",13,₹ 2500 for two approx.,15% Off + 25% Off
Le Petit Cafe ,₹ 2500 for two approx.,4.0,"Vegan, Continental",13,₹ 2500 for two approx.,15% Off + 25% Off
64/6 ,₹ 5200 for two approx.,4.7,Multicuisine,13,₹ 5200 for two approx.,15% Off + 25% Off
64/6 ,₹ 5200 for two approx.,4.7,Multicuisine,13,₹ 5200 for two approx.,15% Off + 25% Off
The Culinary Court ,₹ 2199 for two approx.,4.5,North Indian,13,₹ 2199 for two approx.,15% Off + 25% Off
The Culinary Court ,₹ 2199 for two approx.,4.5,North Indian,13,₹ 2199 for two approx.,15% Off + 25% Off
Massala Singh,₹ 1800 for two approx.,5.0,"Chinese, North Indian",13,₹ 1800 for two approx.,15% Off + 25% Off
Massala Singh,₹ 1800 for two approx.,5.0,"Chinese, North Indian",13,₹ 1800 for two approx.,15% Off + 25% Off
Kala Swasti Artisanal Indian Culinary,₹ 1800 for two approx.,4.0,Indian,14,₹ 1800 for two approx.,15% Off + 25% Off
Kala Swasti Artisanal Indian Culinary,₹ 1800 for two approx.,4.0,Indian,14,₹ 1800 for two approx.,15% Off + 25% Off
Castle's Barbeque,₹ 2000 for two approx.,3.7,"Multicuisine, Barbeque",14,₹ 2000 for two approx.,15% Off + 25% Off
Castle's Barbeque,₹ 2000 for two approx.,3.7,"Multicuisine, Barbeque",14,₹ 2000 for two approx.,15% Off + 25% Off
Pasta Street,₹ 1800 for two approx.,4.6,"Beverages, Pasta, Italian, Pizza",14,₹ 1800 for two approx.,15% Off + 25% Off
Pasta Street,₹ 1800 for two approx.,4.6,"Beverages, Pasta, Italian, Pizza",14,₹ 1800 for two approx.,15% Off + 25% Off
Spice It,₹ 1800 for two approx.,3.8,"Multicuisine, Cocktail Menu",14,₹ 1800 for two approx.,15% Off + 25% Off
Spice It,₹ 1800 for two approx.,3.8,"Multicuisine, Cocktail Menu",14,₹ 1800 for two approx.,15% Off + 25% Off
The Qube ,₹ 3200 for two approx.,4.5,Multicuisine,14,₹ 3200 for two approx.,15% Off + 25% Off
The Qube ,₹ 3200 for two approx.,4.5,Multicuisine,14,₹ 3200 for two approx.,15% Off + 25% Off
The Connaught Bar,₹ 1800 for two approx.,4.3,"Cocktail Menu, Finger Food",14,₹ 1800 for two approx.,15% Off + 25% Off
The Connaught Bar,₹ 1800 for two approx.,4.3,"Cocktail Menu, Finger Food",14,₹ 1800 for two approx.,15% Off + 25% Off
The Dineroom,₹ 1200 for two approx.,4.2,"Continental, Beverages, Chinese, North Indian, Multicuisine, Desserts",14,₹ 1200 for two approx.,15% Off + 25% Off
The Dineroom,₹ 1200 for two approx.,4.2,"Continental, Beverages, Chinese, North Indian, Multicuisine, Desserts",14,₹ 1200 for two approx.,15% Off + 25% Off
Themis Barbecue House,₹ 1200 for two approx.,2.8,Multicuisine,14,₹ 1200 for two approx.,15% Off + 25% Off
Themis Barbecue House,₹ 1200 for two approx.,2.8,Multicuisine,14,₹ 1200 for two approx.,15% Off + 25% Off
Naivedyam,₹ 700 for two approx.,4.3,South Indian,14,₹ 700 for two approx.,15% Off + 25% Off
Naivedyam,₹ 700 for two approx.,4.3,South Indian,14,₹ 700 for two approx.,15% Off + 25% Off
Pavilion 75 ,₹ 7000 for two approx.,4.2,Multicuisine,15,₹ 7000 for two approx.,15% Off + 25% Off
Pavilion 75 ,₹ 7000 for two approx.,4.2,Multicuisine,15,₹ 7000 for two approx.,15% Off + 25% Off
Coco Café By Cococart,₹ 800 for two approx.,3.3,Cafe,15,₹ 800 for two approx.,15% Off + 25% Off
Coco Café By Cococart,₹ 800 for two approx.,3.3,Cafe,15,₹ 800 for two approx.,15% Off + 25% Off
On Kourse All Day Dining,₹ 1000 for two approx.,4.5,Multicuisine,15,₹ 1000 for two approx.,15% Off + 25% Off
On Kourse All Day Dining,₹ 1000 for two approx.,4.5,Multicuisine,15,₹ 1000 for two approx.,15% Off + 25% Off
Sanadige at Malcha - Fine Dine Restaurant,₹ 2000 for two approx.,4.4,"Cocktail Menu, Multicuisine",15,₹ 2000 for two approx.,15% Off + 25% Off
Sanadige at Malcha - Fine Dine Restaurant,₹ 2000 for two approx.,4.4,"Cocktail Menu, Multicuisine",15,₹ 2000 for two approx.,15% Off + 25% Off
The Mandi Chowk,₹ 1000 for two approx.,5.0,North Indian,15,₹ 1000 for two approx.,15% Off + 25% Off
The Mandi Chowk,₹ 1000 for two approx.,5.0,North Indian,15,₹ 1000 for two approx.,15% Off + 25% Off
Desi Vibes,₹ 1300 for two approx.,4.5,"Mughlai, North Indian, Indian",15,₹ 1300 for two approx.,15% Off + 25% Off
Desi Vibes,₹ 1300 for two approx.,4.5,"Mughlai, North Indian, Indian",15,₹ 1300 for two approx.,15% Off + 25% Off
7 Barrel Brew Pub,₹ 1600 for two approx.,4.4,"Cocktail Menu, Multicuisine",15,₹ 1600 for two approx.,15% Off + 25% Off
7 Barrel Brew Pub,₹ 1600 for two approx.,4.4,"Cocktail Menu, Multicuisine",15,₹ 1600 for two approx.,15% Off + 25% Off
XO & Mi @ Le Belvedere,₹ 4000 for two approx.,4.3,Pan Asian,15,₹ 4000 for two approx.,15% Off + 25% Off
XO & Mi @ Le Belvedere,₹ 4000 for two approx.,4.3,Pan Asian,15,₹ 4000 for two approx.,15% Off + 25% Off
Monet,₹ 1400 for two approx.,5.0,Fusion,15,₹ 1400 for two approx.,15% Off + 25% Off
Monet,₹ 1400 for two approx.,5.0,Fusion,15,₹ 1400 for two approx.,15% Off + 25% Off
Limitless,₹ 1200 for two approx.,4.1,Multicuisine,16,₹ 1200 for two approx.,15% Off + 25% Off
Limitless,₹ 1200 for two approx.,4.1,Multicuisine,16,₹ 1200 for two approx.,15% Off + 25% Off
La Bamba - High Energy Club,₹ 1200 for two approx.,4.0,Multicuisine,16,₹ 1200 for two approx.,15% Off + 25% Off
La Bamba - High Energy Club,₹ 1200 for two approx.,4.0,Multicuisine,16,₹ 1200 for two approx.,15% Off + 25% Off
The Beer Cafe,₹ 1800 for two approx.,4.8,"Cocktail Menu, Multicuisine",16,₹ 1800 for two approx.,15% Off + 25% Off
The Beer Cafe,₹ 1800 for two approx.,4.8,"Cocktail Menu, Multicuisine",16,₹ 1800 for two approx.,15% Off + 25% Off
The Host,₹ 1600 for two approx.,4.1,Indian,16,₹ 1600 for two approx.,15% Off + 25% Off
The Host,₹ 1600 for two approx.,4.1,Indian,16,₹ 1600 for two approx.,15% Off + 25% Off
The Coffee Bean & Tea Leaf	,₹ 600 for two approx.,4.2,Coffee and Tea,16,₹ 600 for two approx.,15% Off + 25% Off
The Coffee Bean & Tea Leaf	,₹ 600 for two approx.,4.2,Coffee and Tea,16,₹ 600 for two approx.,15% Off + 25% Off
Veda,₹ 2000 for two approx.,4.2,North Indian,16,₹ 2000 for two approx.,15% Off + 25% Off
Veda,₹ 2000 for two approx.,4.2,North Indian,16,₹ 2000 for two approx.,15% Off + 25% Off
Mustard Madras,₹ 1500 for two approx.,4.6,South Indian,16,₹ 1500 for two approx.,15% Off + 25% Off
Mustard Madras,₹ 1500 for two approx.,4.6,South Indian,16,₹ 1500 for two approx.,15% Off + 25% Off
Farmers Basket,₹ 4500 for two approx.,4.5,Multicuisine,16,₹ 4500 for two approx.,15% Off + 25% Off
Farmers Basket,₹ 4500 for two approx.,4.5,Multicuisine,16,₹ 4500 for two approx.,15% Off + 25% Off
Verandah Moonshine,₹ 1500 for two approx.,3.8,North Indian,16,₹ 1500 for two approx.,15% Off + 25% Off
Verandah Moonshine,₹ 1500 for two approx.,3.8,North Indian,16,₹ 1500 for two approx.,15% Off + 25% Off
Kampai,₹ 1500 for two approx.,4.5,Japanese,17,₹ 1500 for two approx.,15% Off + 25% Off
Kampai,₹ 1500 for two approx.,4.5,Japanese,17,₹ 1500 for two approx.,15% Off + 25% Off
Float By Duty Free,₹ 1500 for two approx.,3.6,"Cocktail Menu, Multicuisine",17,₹ 1500 for two approx.,15% Off + 25% Off
Float By Duty Free,₹ 1500 for two approx.,3.6,"Cocktail Menu, Multicuisine",17,₹ 1500 for two approx.,15% Off + 25% Off
Buona Sera,₹ 1000 for two approx.,4.6,Multicuisine,17,₹ 1000 for two approx.,15% Off + 25% Off
Buona Sera,₹ 1000 for two approx.,4.6,Multicuisine,17,₹ 1000 for two approx.,15% Off + 25% Off
Maamouche's Alchemy Bar,₹ 1000 for two approx.,4.7,Continental,17,₹ 1000 for two approx.,15% Off + 25% Off
Maamouche's Alchemy Bar,₹ 1000 for two approx.,4.7,Continental,17,₹ 1000 for two approx.,15% Off + 25% Off
Barbeque Nation,₹ 2200 for two approx.,4.4,"Multicuisine, Barbeque",17,₹ 2200 for two approx.,15% Off + 25% Off
Barbeque Nation,₹ 2200 for two approx.,4.4,"Multicuisine, Barbeque",17,₹ 2200 for two approx.,15% Off + 25% Off
Cafe G,₹ 2300 for two approx.,4.5,Multicuisine,17,₹ 2300 for two approx.,15% Off + 25% Off
Cafe G,₹ 2300 for two approx.,4.5,Multicuisine,17,₹ 2300 for two approx.,15% Off + 25% Off
Grappa,₹ 3000 for two approx.,4.3,Finger Food,17,₹ 3000 for two approx.,15% Off + 25% Off
Grappa,₹ 3000 for two approx.,4.3,Finger Food,17,₹ 3000 for two approx.,15% Off + 25% Off
Belisario,₹ 3000 for two approx.,4.5,"Asian, European",17,₹ 3000 for two approx.,15% Off + 25% Off
Belisario,₹ 3000 for two approx.,4.5,"Asian, European",17,₹ 3000 for two approx.,15% Off + 25% Off
YouMee,₹ 1500 for two approx.,4.3,Asian,17,₹ 1500 for two approx.,15% Off + 25% Off
YouMee,₹ 1500 for two approx.,4.3,Asian,17,₹ 1500 for two approx.,15% Off + 25% Off
Nero,₹ 3000 for two approx.,3.5,Cocktail Menu,18,₹ 3000 for two approx.,15% Off + 25% Off
Nero,₹ 3000 for two approx.,3.5,Cocktail Menu,18,₹ 3000 for two approx.,15% Off + 25% Off
Longitude,₹ 2000 for two approx.,3.2,Fast Food,18,₹ 2000 for two approx.,15% Off + 25% Off
Longitude,₹ 2000 for two approx.,3.2,Fast Food,18,₹ 2000 for two approx.,15% Off + 25% Off
Dutchman Portz,₹ 2200 for two approx.,4.1,"Chinese, Italian",18,₹ 2200 for two approx.,15% Off + 25% Off
Dutchman Portz,₹ 2200 for two approx.,4.1,"Chinese, Italian",18,₹ 2200 for two approx.,15% Off + 25% Off
Duty Free Flaunt,₹ 1500 for two approx.,3.4,"Cocktail Menu, Multicuisine",18,₹ 1500 for two approx.,15% Off + 25% Off
Duty Free Flaunt,₹ 1500 for two approx.,3.4,"Cocktail Menu, Multicuisine",18,₹ 1500 for two approx.,15% Off + 25% Off
Barista Coffee,₹ 400 for two approx.,4.3,"Cafe, Coffee",18,₹ 400 for two approx.,15% Off + 25% Off
Barista Coffee,₹ 400 for two approx.,4.3,"Cafe, Coffee",18,₹ 400 for two approx.,15% Off + 25% Off
Zaffran,₹ 1800 for two approx.,4.5,Indian,18,₹ 1800 for two approx.,15% Off + 25% Off
Zaffran,₹ 1800 for two approx.,4.5,Indian,18,₹ 1800 for two approx.,15% Off + 25% Off
Pling Bar,₹ 3500 for two approx.,4.7,"Cocktail Menu, Finger Food",18,₹ 3500 for two approx.,15% Off + 25% Off
Pling Bar,₹ 3500 for two approx.,4.7,"Cocktail Menu, Finger Food",18,₹ 3500 for two approx.,15% Off + 25% Off
Drooling by The Shang,₹ 600 for two approx.,5.0,Multicuisine,18,₹ 600 for two approx.,15% Off + 25% Off
Drooling by The Shang,₹ 600 for two approx.,5.0,Multicuisine,18,₹ 600 for two approx.,15% Off + 25% Off
Sultan,₹ 4000 for two approx.,4.4,"Cocktail Menu, Multicuisine",18,₹ 4000 for two approx.,15% Off + 25% Off
Sultan,₹ 4000 for two approx.,4.4,"Cocktail Menu, Multicuisine",18,₹ 4000 for two approx.,15% Off + 25% Off
Cecilia’s Pizzeria,₹ 1500 for two approx.,4.3,Pizza,19,₹ 1500 for two approx.,15% Off + 25% Off
Cecilia’s Pizzeria,₹ 1500 for two approx.,4.3,Pizza,19,₹ 1500 for two approx.,15% Off + 25% Off
Food Exchange,₹ 4000 for two approx.,4.1,Multicuisine,19,₹ 4000 for two approx.,15% Off + 25% Off
Food Exchange,₹ 4000 for two approx.,4.1,Multicuisine,19,₹ 4000 for two approx.,15% Off + 25% Off
BiziBean,₹ 500 for two approx.,3.0,Cafe,19,₹ 500 for two approx.,15% Off + 25% Off
BiziBean,₹ 500 for two approx.,3.0,Cafe,19,₹ 500 for two approx.,15% Off + 25% Off
Andhra Canteen,₹ 700 for two approx.,3.9,"Andhra, South Indian",19,₹ 700 for two approx.,15% Off + 25% Off
Andhra Canteen,₹ 700 for two approx.,3.9,"Andhra, South Indian",19,₹ 700 for two approx.,15% Off + 25% Off
La Croute,₹ 1200 for two approx.,5.0,Italian,19,₹ 1200 for two approx.,15% Off + 25% Off
La Croute,₹ 1200 for two approx.,5.0,Italian,19,₹ 1200 for two approx.,15% Off + 25% Off
Elan,₹ 3000 for two approx.,4.6,Casual Eclectic,19,₹ 3000 for two approx.,15% Off + 25% Off
Elan,₹ 3000 for two approx.,4.6,Casual Eclectic,19,₹ 3000 for two approx.,15% Off + 25% Off
Flluid,₹ 1500 for two approx.,4.4,Multicuisine,19,₹ 1500 for two approx.,15% Off + 25% Off
Flluid,₹ 1500 for two approx.,4.4,Multicuisine,19,₹ 1500 for two approx.,15% Off + 25% Off
Zambar,₹ 1500 for two approx.,4.5,South Indian,19,₹ 1500 for two approx.,15% Off + 25% Off
Zambar,₹ 1500 for two approx.,4.5,South Indian,19,₹ 1500 for two approx.,15% Off + 25% Off
Garden Lovers Botanical Boutique & Cafe,₹ 700 for two approx.,4.2,Cafe,19,₹ 700 for two approx.,15% Off + 25% Off
Garden Lovers Botanical Boutique & Cafe,₹ 700 for two approx.,4.2,Cafe,19,₹ 700 for two approx.,15% Off + 25% Off
Glass House,₹ 3000 for two approx.,4.0,Multicuisine,20,₹ 3000 for two approx.,15% Off + 25% Off
Glass House,₹ 3000 for two approx.,4.0,Multicuisine,20,₹ 3000 for two approx.,15% Off + 25% Off
Fat Lulu’s,₹ 1500 for two approx.,4.0,Multicuisine,20,₹ 1500 for two approx.,15% Off + 25% Off
Fat Lulu’s,₹ 1500 for two approx.,4.0,Multicuisine,20,₹ 1500 for two approx.,15% Off + 25% Off
SOYI,₹ 1100 for two approx.,4.5,Multicuisine,20,₹ 1100 for two approx.,15% Off + 25% Off
SOYI,₹ 1100 for two approx.,4.5,Multicuisine,20,₹ 1100 for two approx.,15% Off + 25% Off
Kitchen District - Hyatt Regency Gurgaon,₹ 2400 for two approx.,4.2,"Multicuisine, Pan Asian, Continental, Indian",20,₹ 2400 for two approx.,15% Off + 25% Off
Kitchen District - Hyatt Regency Gurgaon,₹ 2400 for two approx.,4.2,"Multicuisine, Pan Asian, Continental, Indian",20,₹ 2400 for two approx.,15% Off + 25% Off
Veu by Duty Free,₹ 1500 for two approx.,2.8,Multicuisine,20,₹ 1500 for two approx.,15% Off + 25% Off
Veu by Duty Free,₹ 1500 for two approx.,2.8,Multicuisine,20,₹ 1500 for two approx.,15% Off + 25% Off
Zen Restaurant (Since 1992),₹ 1300 for two approx.,4.9,Chinese,20,₹ 1300 for two approx.,15% Off + 25% Off
Zen Restaurant (Since 1992),₹ 1300 for two approx.,4.9,Chinese,20,₹ 1300 for two approx.,15% Off + 25% Off
Liv Bar,₹ 1400 for two approx.,4.5,"Multicuisine, Cocktail Menu",20,₹ 1400 for two approx.,15% Off + 25% Off
Liv Bar,₹ 1400 for two approx.,4.5,"Multicuisine, Cocktail Menu",20,₹ 1400 for two approx.,15% Off + 25% Off
Melt House,₹ 1400 for two approx.,4.4,Cafe,20,₹ 1400 for two approx.,15% Off + 25% Off
Melt House,₹ 1400 for two approx.,4.4,Cafe,20,₹ 1400 for two approx.,15% Off + 25% Off
Xero Degrees,₹ 800 for two approx.,4.8,Multicuisine,20,₹ 800 for two approx.,15% Off + 25% Off
Xero Degrees,₹ 800 for two approx.,4.8,Multicuisine,20,₹ 800 for two approx.,15% Off + 25% Off
Citrus Cafe,₹ 1200 for two approx.,4.1,Multicuisine,21,₹ 1200 for two approx.,15% Off + 25% Off
Citrus Cafe,₹ 1200 for two approx.,4.1,Multicuisine,21,₹ 1200 for two approx.,15% Off + 25% Off
VietNom,₹ 2000 for two approx.,4.6,"Asian, Vietnamese",21,₹ 2000 for two approx.,15% Off + 25% Off
VietNom,₹ 2000 for two approx.,4.6,"Asian, Vietnamese",21,₹ 2000 for two approx.,15% Off + 25% Off
Echoes ,₹ 1400 for two approx.,4.0,"Italian, Indian, Chinese",21,₹ 1400 for two approx.,15% Off + 25% Off
Echoes ,₹ 1400 for two approx.,4.0,"Italian, Indian, Chinese",21,₹ 1400 for two approx.,15% Off + 25% Off
RUBARRU,₹ 1500 for two approx.,3.8,"Continental, Chinese, Indian, Mexican, Multicuisine",21,₹ 1500 for two approx.,15% Off + 25% Off
RUBARRU,₹ 1500 for two approx.,3.8,"Continental, Chinese, Indian, Mexican, Multicuisine",21,₹ 1500 for two approx.,15% Off + 25% Off
Ministry of Beer,₹ 2500 for two approx.,4.5,Multicuisine,21,₹ 2500 for two approx.,15% Off + 25% Off
Ministry of Beer,₹ 2500 for two approx.,4.5,Multicuisine,21,₹ 2500 for two approx.,15% Off + 25% Off
1911 Restaurant,₹ 5000 for two approx.,4.6,"European, Indian",21,₹ 5000 for two approx.,15% Off + 25% Off
1911 Restaurant,₹ 5000 for two approx.,4.6,"European, Indian",21,₹ 5000 for two approx.,15% Off + 25% Off
Pulp The Delicacy,₹ 1200 for two approx.,3.0,,21,₹ 1200 for two approx.,15% Off + 25% Off
Pulp The Delicacy,₹ 1200 for two approx.,3.0,,21,₹ 1200 for two approx.,15% Off + 25% Off
NewYork Street,₹ 2000 for two approx.,4.1,Multicuisine,21,₹ 2000 for two approx.,15% Off + 25% Off
NewYork Street,₹ 2000 for two approx.,4.1,Multicuisine,21,₹ 2000 for two approx.,15% Off + 25% Off
Flavours,₹ 1600 for two approx.,5.0,"Chinese, North Indian",21,₹ 1600 for two approx.,15% Off + 25% Off
Flavours,₹ 1600 for two approx.,5.0,"Chinese, North Indian",21,₹ 1600 for two approx.,15% Off + 25% Off
Out Of The Box,₹ 1500 for two approx.,4.3,Multicuisine,22,₹ 1500 for two approx.,15% Off + 25% Off
Out Of The Box,₹ 1500 for two approx.,4.3,Multicuisine,22,₹ 1500 for two approx.,15% Off + 25% Off
Kaffiiaa,₹ 1000 for two approx.,4.2,Multicuisine,22,₹ 1000 for two approx.,15% Off + 25% Off
Kaffiiaa,₹ 1000 for two approx.,4.2,Multicuisine,22,₹ 1000 for two approx.,15% Off + 25% Off
Mesa Kitchen & Bar,₹ 2000 for two approx.,4.5,European,22,₹ 2000 for two approx.,15% Off + 25% Off
Mesa Kitchen & Bar,₹ 2000 for two approx.,4.5,European,22,₹ 2000 for two approx.,15% Off + 25% Off
Branche Restaurant,₹ 1500 for two approx.,4.1,Multicuisine,22,₹ 1500 for two approx.,15% Off + 25% Off
Branche Restaurant,₹ 1500 for two approx.,4.1,Multicuisine,22,₹ 1500 for two approx.,15% Off + 25% Off
Filmy Bar & Cafe,₹ 1200 for two approx.,2.8,Multicuisine,22,₹ 1200 for two approx.,15% Off + 25% Off
Filmy Bar & Cafe,₹ 1200 for two approx.,2.8,Multicuisine,22,₹ 1200 for two approx.,15% Off + 25% Off
Cafe Caffeinated,₹ 1200 for two approx.,4.8,Multicuisine,22,₹ 1200 for two approx.,15% Off + 25% Off
Cafe Caffeinated,₹ 1200 for two approx.,4.8,Multicuisine,22,₹ 1200 for two approx.,15% Off + 25% Off
The Art House Cafe,₹ 1200 for two approx.,3.9,"Cafe, Multicuisine",22,₹ 1200 for two approx.,15% Off + 25% Off
The Art House Cafe,₹ 1200 for two approx.,3.9,"Cafe, Multicuisine",22,₹ 1200 for two approx.,15% Off + 25% Off
Cafe Pride,₹ 2000 for two approx.,4.0,Multicuisine,22,₹ 2000 for two approx.,15% Off + 25% Off
Cafe Pride,₹ 2000 for two approx.,4.0,Multicuisine,22,₹ 2000 for two approx.,15% Off + 25% Off
Mezze Mambo,₹ 2500 for two approx.,4.4,Middle Eastern,22,₹ 2500 for two approx.,15% Off + 25% Off
Mezze Mambo,₹ 2500 for two approx.,4.4,Middle Eastern,22,₹ 2500 for two approx.,15% Off + 25% Off
Call Chotu - All Day Diner & Bar,₹ 1000 for two approx.,4.8,Indian,23,₹ 1000 for two approx.,15% Off + 25% Off
Call Chotu - All Day Diner & Bar,₹ 1000 for two approx.,4.8,Indian,23,₹ 1000 for two approx.,15% Off + 25% Off
Ivoryy Fusion Bar,₹ 2000 for two approx.,4.0,Pan Asian,23,₹ 2000 for two approx.,15% Off + 25% Off
Ivoryy Fusion Bar,₹ 2000 for two approx.,4.0,Pan Asian,23,₹ 2000 for two approx.,15% Off + 25% Off
Maruchi - Tavern on the Greens,₹ 1500 for two approx.,4.3,Pan Asian,23,₹ 1500 for two approx.,15% Off + 25% Off
Maruchi - Tavern on the Greens,₹ 1500 for two approx.,4.3,Pan Asian,23,₹ 1500 for two approx.,15% Off + 25% Off
United Coffee House,₹ 1200 for two approx.,4.1,Multicuisine,23,₹ 1200 for two approx.,15% Off + 25% Off
United Coffee House,₹ 1200 for two approx.,4.1,Multicuisine,23,₹ 1200 for two approx.,15% Off + 25% Off
Ssence,₹ 3000 for two approx.,4.4,Multicuisine,23,₹ 3000 for two approx.,15% Off + 25% Off
Ssence,₹ 3000 for two approx.,4.4,Multicuisine,23,₹ 3000 for two approx.,15% Off + 25% Off
Whisky Samba,₹ 2500 for two approx.,4.4,"Asian, Multicuisine, Pan Asian, Sushi, Thai, Finger Food, Indian, Chinese, Desserts, Japanese, Seafood",23,₹ 2500 for two approx.,15% Off + 25% Off
Whisky Samba,₹ 2500 for two approx.,4.4,"Asian, Multicuisine, Pan Asian, Sushi, Thai, Finger Food, Indian, Chinese, Desserts, Japanese, Seafood",23,₹ 2500 for two approx.,15% Off + 25% Off
Bikkgane Biryani ,₹ 700 for two approx.,4.5,Multicuisine,23,₹ 700 for two approx.,15% Off + 25% Off
Bikkgane Biryani ,₹ 700 for two approx.,4.5,Multicuisine,23,₹ 700 for two approx.,15% Off + 25% Off
Atrium Deli,₹ 1600 for two approx.,3.9,Multicuisine,23,₹ 1600 for two approx.,15% Off + 25% Off
Atrium Deli,₹ 1600 for two approx.,3.9,Multicuisine,23,₹ 1600 for two approx.,15% Off + 25% Off
